Date,BCOM,SILVER,OIL,PLATINUM,PALLADIUM,GOLD
30/07/2013,125.2678,19.51,293.36,140.6,71.16,128.12
31/07/2013,126.1571,19.61,298.88,140.49,71.2,127.96
01/08/2013,126.2615,19.42,306.16,140.78,71.6,126.61
02/08/2013,125.6846,19.6,303.52,141.5546,71.32,126.36
05/08/2013,125.0184,19.46,302.64,142.012,71.58,125.7
06/08/2013,124.2756,19.29,299.68,139.681,70.61,123.97
07/08/2013,123.7342,19.31,296.08,140.52,70.8,124.15
08/08/2013,125.024,20.06,294.72,145.25,72.07,126.86
09/08/2013,125.5741,20.24,300.72,146.65,72.44,126.86
12/08/2013,127.2361,21.1,302.08,146.389,72.18,129.13
13/08/2013,127.0566,21.1901,303.2,146.61,72.32,127.74
14/08/2013,127.998,21.57,304.72,147.26,72.17,129
15/08/2013,129.5324,22.66,305.92,149.01,74.47,131.69
16/08/2013,129.6059,22.91,307.2,149.3199,74.7,132.58
19/08/2013,130.2028,22.88,305.36,147.43,73.43,132.01
20/08/2013,129.4884,22.72,300.16,148.56,73.19,132.45
21/08/2013,129.0703,22.68,297.36,148.66,72.86,132.07
22/08/2013,128.9987,22.81,300.32,150.64,73.73,132.81
23/08/2013,130.1809,23.7,303.6,150.36,73.34,134.9
26/08/2013,131.4466,24.05,303.68,151.37,73.06,135.45
27/08/2013,132.2671,24.18,310.96,149.27,72.67,136.75
28/08/2013,132.3689,24.02,312.64,150.23,72.92,136.71
29/08/2013,131.6248,23.5632,308.64,148.75,71.95,135.87
30/08/2013,130.4445,23.15,307.84,148.62,70.42,134.62
03/09/2013,131.6531,23.97,310.08,150.3,70.06,136.42
04/09/2013,130.2919,23.26,306.72,146.44,68.57,134.66
05/09/2013,129.7738,22.94,309.52,145.22,67.34,132.2
06/09/2013,130.7701,23.53,314.88,146.13,68.09,134.15
09/09/2013,130.3404,23.39,311.52,145,66.96,133.91
10/09/2013,129.2947,22.65,306.68,143.96,67.92,131.74
11/09/2013,129.4282,22.84,307.84,144.15,67.84,131.7
12/09/2013,129.9055,21.5732,310.92,140.76,67.44,127.67
13/09/2013,129.3204,22.05,310.8,141.82,68.59,127.82
16/09/2013,128.8947,21.45,304.88,140.27,68.83,126.45
17/09/2013,128.0217,21.47,301.92,139.06,68.78,126.5
18/09/2013,128.9249,22.83,309.44,143.66,70.43,132.01
19/09/2013,130.0015,22.74,304.64,142.95,71.5255,131.75
20/09/2013,128.294,21.5,302.16,139.84,69.94,127.96
23/09/2013,127.5868,21.32,298.16,139,69.74,127.55
24/09/2013,126.8541,21.41,297.76,139.555,70.369,127.66
25/09/2013,127.4462,21.5,295.04,139.564,70.62,128.79
26/09/2013,127.8105,21.44,296.64,137.99,70.39,127.79
27/09/2013,128.0086,21.48,295.68,138.87,71.29,128.97
30/09/2013,127.1103,21.4,294.8,137.32,70.74,128.18
01/10/2013,126.2813,20.91,293.44,135.62,70.37,124.59
02/10/2013,127.225,21.45,299.36,135.99,70.22,127.06
03/10/2013,126.9106,21.43,297.12,134.34,68.73,127.18
04/10/2013,127.2601,21.45,298.48,135.8,68.34,126.53
07/10/2013,128.1058,22.08,297.12,137.15,68.67,127.64
08/10/2013,128.5172,22.02,298.48,137.11,69.68,127.4
09/10/2013,127.4037,21.5639,292.4,135.06,68.34,126.11
10/10/2013,128.1717,21.3899,296.8,135.53,69.3,124.27
11/10/2013,127.7841,21.04,294,134.08,69.45,122.6
14/10/2013,128.3229,21.001,294.96,134.7,69.66,122.83
15/10/2013,127.7575,21.0757,291.76,135.35,69.13,123.73
16/10/2013,128.255,21.02,295.36,136.56,69.93,123.54
17/10/2013,128.1914,21.56,291.04,140.55,72.27,127.42
18/10/2013,128.6925,21.63,291.6,140.53,72.4,126.85
21/10/2013,128.1176,21.93,287.52,140.5,73.25,126.98
22/10/2013,128.114,22.41,283.28,141.72,73.53,129.34
23/10/2013,127.1134,22.31,279.6,140.38,72.7616,128.69
24/10/2013,127.192,22.4,279.92,141.909,72.8,129.9
25/10/2013,127.5148,22.27,282.56,142.2,72.38,130.46
28/10/2013,126.9081,22.2,284.4,143.7,72.71,130.56
29/10/2013,126.4931,22.21,283.28,142.79,72.74,129.77
30/10/2013,126.6351,22.41,278.8,144.03,73,129.6
31/10/2013,125.2281,21.63,277.52,141.64,71.95,127.74
01/11/2013,123.8667,21.6,273.032,142.11,72.36,126.95
04/11/2013,123.1991,21.35,272.32,141.96,73.16,126.81
05/11/2013,122.7904,21.42,269.36,141.74,73.24,126.56
06/11/2013,122.9962,21.52,273.512,143.02,74.5,127.2
07/11/2013,122.6904,21.3251,271.76,142.21,74.45,126.16
08/11/2013,123.2578,21.222,272.08,140.99,74.16,124.279
11/11/2013,123.5324,21.11,274.08,139.9,73.62,123.87
12/11/2013,123.1134,20.4801,269.12,139.96,72.33,122.45
13/11/2013,122.8297,20.28,271.2,140.19,71.72,122.85
14/11/2013,123.2266,20.53,271.44,141.35,72.15,124.27
15/11/2013,123.2125,20.5,271.04,140.66,71.59,124.32
18/11/2013,122.4156,20.14,268.96,137.86,70.021,122.9
19/11/2013,122.0029,20.08,269.76,138.57,70.41,122.95
20/11/2013,122.4267,19.6,269.04,136.17,69.52,120.12
21/11/2013,123.2898,19.72,273.36,136.128,69.91,119.94
22/11/2013,123.8111,19.616,272.32,135.23,69.72,119.92
25/11/2013,123.894,19.7699,270.56,135.25,70.34,120.46
26/11/2013,123.8313,19.6,269.52,134.26,70.04,119.82
27/11/2013,123.5528,19.42,265.52,132.14,70.07,119.46
29/11/2013,124.2192,19.72,267.68,133.48,70.16,120.7
02/12/2013,123.8908,18.92,269.44,131.02,69.42,117.58
03/12/2013,124.2091,18.87,276.08,132.73,69.89,117.96
04/12/2013,125.0502,19.45,279.04,134.05,71.09,119.96
05/12/2013,125.2247,19.16,279.44,133.14,71.93,118.3
06/12/2013,125.3806,19.2599,280.4,132.82,71.69,118.55
09/12/2013,125.9848,19.61,279.28,134.4,71.87,119.72
10/12/2013,126.5226,20.16,282.48,135.87,72.06,121.82
11/12/2013,127.0614,20.04,279.84,135.26,72.13,120.86
12/12/2013,126.3287,19.28,279.76,132.95,70.11,118.29
13/12/2013,126.1128,19.4238,277.12,132.94,69.98,119.38
16/12/2013,126.3384,19.69,279.52,132.94,69.93,119.69
17/12/2013,126.0405,19.63,278.96,131.83,68.29,118.65
18/12/2013,126.0287,19.42,280.24,130.78,68.31,117.61
19/12/2013,126.7319,18.95,282.56,128.81,67.98,114.82
20/12/2013,127.5852,19.09,283.84,130.24,68.28,115.94
23/12/2013,127.3361,19.18,282.88,129.76,68.08,115.57
24/12/2013,127.4848,19.25,283.92,130.32,67.9899,116.1
26/12/2013,127.4828,19.5,285.2,132.45,68.42,116.74
27/12/2013,127.6106,19.77,286.72,134.48,69.5,117.12
30/12/2013,127.1369,19.35,284.24,132.82,69.26,115.39
31/12/2013,125.7515,19.2,282.56,133.89,69.62,116.12
02/01/2014,125.4024,19.72,273.84,137.02,70.93,118
03/01/2014,124.9074,19.92,270,137.91,71.12,119.29
06/01/2014,125.055,19.92,268.56,138.52,72.08,119.5
07/01/2014,124.8693,19.61,268.64,137.98,72.33,118.82
08/01/2014,123.6805,19.3,265.28,138.29,71.82,118.12
09/01/2014,122.3268,19.3,264.64,138.361,71.88,118.46
10/01/2014,123.6354,19.86,265.52,140.24,72.53,120.26
13/01/2014,124.5161,20.16,262.48,140.78,72.12,121.02
14/01/2014,124.7998,19.92,264.32,139.38,71.87,119.89
15/01/2014,124.908,19.89,270.16,139.38,72.53,119.66
16/01/2014,125.1452,19.81,269.2,139.45,72.58,119.79
17/01/2014,125.1627,20.01,269.52,141.68,72.95,120.93
21/01/2014,124.951,19.64,271.92,141.7482,72.93,119.7
22/01/2014,125.7739,19.5,276.48,142.05,72.86,119.19
23/01/2014,125.9735,19.75,277.76,142.13,72.74,121.79
24/01/2014,127.0015,19.62,276.64,139.23,71.63,122.29
27/01/2014,125.5139,19.36,273.84,137.64,70.47,120.96
28/01/2014,126.3838,19.31,277.52,137.689,70.05,120.95
29/01/2014,127.5899,19.52,277.84,137.93,69.82,122.47
30/01/2014,126.3308,18.92,279.6,134.77,69,119.77
31/01/2014,126.1206,18.92,278.4,134.27,68.7,120.09
03/02/2014,126.402,19.1,276.16,135.078,68.4,121.32
04/02/2014,128.3395,19.23,277.92,134.15,68.49,120.99
05/02/2014,128.0728,19.58,277.68,134.82,69.31,121.29
06/02/2014,128.0807,19.6761,279.2,134.43,69.4,121.24
07/02/2014,128.4797,19.77,285.12,135.02,69.33,122.17
10/02/2014,127.909,19.78,285.04,135.32,69.915,122.92
11/02/2014,128.8483,19.935,285.12,135.34,70.2,124.36
12/02/2014,129.3286,19.91,286.4,137.327,70.99,124.43
13/02/2014,130.0861,20.23,286.96,138.15,71.42,125.49
14/02/2014,130.6566,21.19,287.28,139.5,71.82,127.15
18/02/2014,132.8354,21.67,293.28,138.83,71.73,127.4
19/02/2014,133.711,21.136,295.2,138.16,71.43,126.27
20/02/2014,133.3539,21.55,295.04,138.45,71.84,127.6
21/02/2014,133.6884,21.52,293.52,139.5,72.18,127.58
24/02/2014,133.8928,21.69,294.32,140.31,72.45,128.99
25/02/2014,133.9642,21.548,292.72,140.58,71.7,129.21
26/02/2014,133.4814,21.05,294,139.5,71.22,128.11
27/02/2014,133.3316,20.99,293.52,141.65,72.38,128.2
28/02/2014,133.9783,20.83,293.92,141.01,72.5,127.62
03/03/2014,135.3445,21.12,300.16,142.24,73.07,130.29
04/03/2014,135.9772,20.89,296.48,142.78,74.48,128.68
05/03/2014,135.6503,20.9,289.92,144.16,75.34,128.89
06/03/2014,136.7646,21.17,292.56,144.65,76.28,130.17
07/03/2014,136.1425,20.6,294.24,144.51,76.21,129.09
10/03/2014,135.3744,20.54,290.4,144.02,75.76,129.13
11/03/2014,135.1758,20.55,286.48,142.72,75.08,129.86
12/03/2014,135.0323,21.01,282.8,143.9,75.76,131.76
13/03/2014,134.5822,20.895,282.72,144.03,75.7,132.21
14/03/2014,134.8972,21.15,284.24,143.24,75.43,133.1
17/03/2014,134.1247,20.85,281.2,142.79,75.22,131.64
18/03/2014,134.7497,20.53,284.64,142.38,74.73,130.62
19/03/2014,134.8893,20.3,285.68,141.14,74.435,128.09
20/03/2014,133.2677,20.02,284.64,139.63,75.13,127.86
21/03/2014,132.944,20.05,286.72,139.96,77.3,128.47
24/03/2014,133.0806,19.71,286.56,139.05,77.53,126.18
25/03/2014,133.6633,19.72,286.16,138.67,76.999,126.41
26/03/2014,133.4428,19.494,288.72,137.17,76.25,125.41
27/03/2014,134.6025,19.47,292,136.52,73.92,124.59
28/03/2014,134.7452,19.536,292.96,137.22,75.432,124.56
31/03/2014,134.5234,19.53,292.72,138.12,75.54,123.61
01/04/2014,133.6894,19.55,286.64,139.05,76,123.39
02/04/2014,133.3962,19.69,286.4,140.17,76.56,124.32
03/04/2014,134.281,19.55,289.12,140.7,76.73,123.92
04/04/2014,134.746,19.65,291.44,141.3,77,125.57
07/04/2014,134.6134,19.6,290.24,139.31,74.772,124.91
08/04/2014,136.0381,19.71,295.2,140.33,75.67,126.09
09/04/2014,136.4738,19.61,297.76,140.74,76.08,126.32
10/04/2014,136.9841,19.78,297.6,141.82,76.95,127.01
11/04/2014,136.4015,19.69,297.44,141.79,78.34,126.93
14/04/2014,137.3696,19.7,299.04,142.86,79.06,127.85
15/04/2014,136.8214,19.37,299.12,140.55,77.38,125.49
16/04/2014,137.0637,19.4,299.84,140.0201,78.04,125.54
17/04/2014,137.6799,19.36,301.28,137.56,77.4,124.75
21/04/2014,136.9121,19.15,301.12,136.659,76.01,124.24
22/04/2014,137.3954,19.2,296,136.659,76.59,123.78
23/04/2014,137.6169,19.16,295.28,136.92,76.71,123.76
24/04/2014,138.1519,19.41,296.4,137.74,78,124.56
25/04/2014,138.0458,19.42,292.8,138.56,78.92,125.43
28/04/2014,137.8149,19.32,293.68,138.3,78.24,124.88
29/04/2014,138.6677,19.25,293.76,139.26,78.65,124.86
30/04/2014,137.7964,18.94,290.56,138.91,78.96,124.22
01/05/2014,136.2771,18.8118,289.28,138.84,79.3,123.8
02/05/2014,136.675,19.19,290.32,140.066,79.03,125.06
05/05/2014,136.8194,19.33,289.12,141.18,79.65,126.22
06/05/2014,137.197,19.28,289.52,141.6499,79.72,125.98
07/05/2014,136.5841,19.0484,292.8,139.48,77.72,124.17
08/05/2014,136.2816,18.93,291.92,139.92,78.31,124.17
09/05/2014,135.7618,18.9,291.2,139.24,78.11,124.1
12/05/2014,136.0531,19.28,292.72,140.0144,78.52,124.94
13/05/2014,136.3039,19.26,296.32,141.6396,79.48,124.6
14/05/2014,136.6092,19.5,297.44,144.48,80.594,125.81
15/05/2014,135.7908,19.24,296.32,142.68,79.07,124.77
16/05/2014,135.2348,19.09,297.84,142.56,79.39,124.5
19/05/2014,135.7201,19.1,299.04,142.999,79.55,124.58
20/05/2014,135.6008,19.15,300.16,143.1,80.43,124.69
21/05/2014,135.6405,19.15,303.84,143.44,80.84,124.39
22/05/2014,135.6012,19.22,304.08,145.1,81.48,124.67
23/05/2014,135.713,19.16,305.44,143.64,81.02,124.51
27/05/2014,134.7938,18.84,305.12,142.66,81.07,121.85
28/05/2014,134.7949,18.74,301.44,141.5569,81.392,121.2
29/05/2014,134.7409,18.78,303.28,141.98,81.31,120.94
30/05/2014,133.8324,18.55,301.44,141.4,81.55,120.43
02/06/2014,133.9812,18.49,300.24,139.8111,81.01,119.7
03/06/2014,133.5879,18.58,301.12,139.34,81.67,120.01
04/06/2014,133.2861,18.53,300.08,139.98,81.41,119.76
05/06/2014,133.2865,18.75,300.4,140.8,81.86,120.66
06/06/2014,133.7139,18.756,300.88,141.3077,82.4,120.61
09/06/2014,133.797,18.82,305.44,141.36,82.07,120.65
10/06/2014,133.2885,18.94,306.24,144.14,83.21,121.39
11/06/2014,132.8375,18.94,306,144.41,83.98,121.41
12/06/2014,134.2768,19.29,312.64,140.58,80.16,122.64
13/06/2014,134.7728,19.41,312.96,139.39,79.38,122.96
16/06/2014,134.7102,19.34,313.36,139.65,78.83,122.42
17/06/2014,134.6609,19.43,311.92,140.26,79.55,122.28
18/06/2014,134.8681,19.56,312.08,141.18,80.42,122.67
19/06/2014,136.268,20.43,313.04,143.48,81.51,126.94
20/06/2014,136.5546,20.56,314.56,141.76,80.08,126.5
23/06/2014,136.1513,20.57,313.28,141.74,80.053,126.85
24/06/2014,136.3393,20.62,312.72,142.82,80.63,126.98
25/06/2014,136.6259,20.7228,314.32,143.185,81.128,126.99
26/06/2014,136.3613,20.785,311.76,142.92,81.29,126.73
27/06/2014,135.8867,20.7,311.84,143.76,81.94,126.66
30/06/2014,134.6268,20.8,311.04,144.63,82.19,128.04
01/07/2014,134.2322,20.74,310.88,146.84,83.15,127.7
02/07/2014,134.2875,20.85,307.2,146.72,83.27,127.7
03/07/2014,134.2159,20.83,306,146.2,83.77,127.16
07/07/2014,132.66,20.69,305.36,145.55,84.52,127.02
08/07/2014,132.3622,20.74,305.44,145.5,84.84,127.07
09/07/2014,131.5479,20.82,301.52,146.67,84.98,127.84
10/07/2014,131.1412,21.06,303.2,147.09,84.86,128.54
11/07/2014,130.1882,21.12,297.28,147.12,85.12,128.78
14/07/2014,130.167,20.62,298.56,145.18,84.6,125.72
15/07/2014,129.4809,20.38,295.04,144.22,84.3,124.53
16/07/2014,129.771,20.43,298.48,144.27,84.98,124.97
17/07/2014,129.982,20.83,302.64,146.2,86.1,127.0899
18/07/2014,129.2916,20.55,301.76,145.06,85.64,126.13
21/07/2014,129.3721,20.62,304.8,144.86,85.41,126.34
22/07/2014,128.8095,20.63,303.6,144.668,85.2,125.74
23/07/2014,129.1567,20.616,305.28,144.33,84.89,125.62
24/07/2014,129.0494,20.08,302.56,142.83,84.66,124.35
25/07/2014,129.3045,20.38,302.16,143.62,85.68,125.791
28/07/2014,129.3386,20.32,301.12,145,85.6,125.58
29/07/2014,128.6299,20.285,299.12,143.94,85.51,125.2
30/07/2014,128.4524,20.3,295.36,143.76,85.69,124.83
31/07/2014,127.9143,20.1599,290.52,142.01,84.62,123.39
01/08/2014,127.089,20.01,289.52,142.28,84.14,124.38
04/08/2014,127.9139,19.91,291.84,142.45,83.33,123.99
05/08/2014,127.2269,19.54,289.28,141.34,82.23,123.87
06/08/2014,128.2155,19.73,287.6,142.24,82.6,125.67
07/08/2014,127.7319,19.66,289.28,143.63,83.28,126.18
08/08/2014,127.3322,19.69,288.96,143.55,83.94,126.19
11/08/2014,127.6818,19.73,289.76,143.12,85.14,125.96
12/08/2014,126.8747,19.66,287.92,142.92,85.36,125.99
13/08/2014,126.2692,19.56,288.16,142.62,85.79,126.2
14/08/2014,125.6506,19.61,280.88,142.46,85.91,126.31
15/08/2014,125.7131,19.31,283.52,141.69,86.96,125.483
18/08/2014,125.134,19.37,280.48,140.5,86.94,124.96
19/08/2014,124.9821,19.19,277.68,139.92,85.8,124.68
20/08/2014,125.2677,19.22,278.88,138.69,84.27,124.22
21/08/2014,125.4898,19.18,280.72,138.12,85.35,122.88
22/08/2014,125.4217,19.1879,279.68,138.35,86.38,123.19
25/08/2014,125.4041,19.08,278.96,137.85,86.36,122.74
26/08/2014,125.8897,19.1,280.32,137.8701,86.1,123.35
27/08/2014,126.0103,19.16,280.24,137.86,86.71,123.3199
28/08/2014,126.3261,19.28,282.56,138.7,87.1,124
29/08/2014,126.5745,19.19,286.08,138.5,88.1,123.86
02/09/2014,125.3004,18.88,278.32,137.18,85.86,121.65
03/09/2014,125.1742,18.93,284.4,137.4,85.01,122.15
04/09/2014,124.6729,18.81,282.4,136.64,86.29,121.48
05/09/2014,124.8522,18.92,279.2,137.18,86.49,122.06
08/09/2014,124.2431,18.7,277.6,136.05,85.96,120.73
09/09/2014,123.4755,18.78,276.96,135,83.61,120.87
10/09/2014,122.6383,18.7001,274.08,134.41,82.82,120.26
11/09/2014,121.6292,18.45,277.52,133.37,80.93,119.472
12/09/2014,121.2991,18.36,275.04,133.18,81.21,118.38
15/09/2014,121.3571,18.4099,276.48,132.47,81.13,118.64
16/09/2014,122.2611,18.43,282,132.935,81.89,118.83
17/09/2014,122.0424,18.22,280.08,131.49,81.01,117.54
18/09/2014,120.4843,18.2,276.96,131.05,80.46,117.78
19/09/2014,119.485,17.65,276.56,130.04,78.87,117.09
22/09/2014,118.6252,17.55,273.52,129.09,77.9,116.85
23/09/2014,118.6006,17.5252,275.52,129.4794,79.2,117.6
24/09/2014,119.5306,17.438,280,128.15,79.27,117.05
25/09/2014,119.0828,17.27,278.64,127.8437,77.85,117.39
26/09/2014,119.1847,17.35,281.28,126.55,75.65,117.06
29/09/2014,120.4245,17.22,284.16,127.23,76.99,117.03
30/09/2014,118.6922,16.78,275.28,126.29,75.18,116.21
01/10/2014,118.5566,16.93,273.2,124.78,75.6,116.77
02/10/2014,118.2173,16.83,274.96,123.15,74.55,116.74
03/10/2014,118.0182,16.54,270.16,119.11,73.59,114.61
06/10/2014,119.5825,17.07,272.32,120.89,74.26,116.03
07/10/2014,119.8569,16.93,267.52,122.3501,76.21,116.36
08/10/2014,118.8028,17.14,264,124.5299,77.6,117.4701
09/10/2014,118.8325,17.07,256.88,123.71,77.35,117.64
10/10/2014,118.2045,17.09,257.44,122.628,76.21,117.59
13/10/2014,119.0406,17.19,255.92,122.71,76.27,118.52
14/10/2014,118.4048,17.1345,246.8,123.115,76.95,118.59
15/10/2014,116.9992,17.18,245.36,122.46,74.3,118.99
16/10/2014,117.5465,17.13,248.8,121.52,72.16,119.22
17/10/2014,117.4452,17.01,250,122.31,73.28,118.99
20/10/2014,116.6059,17.1799,249.12,123.24,74.2223,119.8
21/10/2014,117.4681,17.26,250.4,124.44,75.36,120.02
22/10/2014,116.6535,16.9,244.4,122.768,74.7,119.34
23/10/2014,117.2404,16.96,248.48,122.1,75.75,118.52
24/10/2014,116.5802,16.94,247.04,121.54,75.91,118.35
27/10/2014,116.8334,16.87,245.12,121.98,76.2,118.06
28/10/2014,117.7636,16.94,246.56,123.01,77.17,118.1
29/10/2014,119.0795,16.83,249.84,122.45,77.21,116.41
30/10/2014,117.9486,16.23,246.08,120.823,75.71,115.19
31/10/2014,117.7365,15.906,245.04,120.13,77.09,112.66
03/11/2014,117.7226,15.94,238.08,120.28,78.09,112.15
04/11/2014,116.4809,15.784,234.4,118.74,76.34,112.22
05/11/2014,116.3039,15.03,239.6,116.96,73.42,109.79
06/11/2014,116.9938,15.22,236.8,116.1,72.91,109.88
07/11/2014,117.6761,15.52,238.08,118.25,75.25,112.97
10/11/2014,116.5363,15.311,234.72,116.27,74.06,110.46
11/11/2014,117.5562,15.508,235.36,117.125,75.01,112.04
12/11/2014,117.3225,15.41,233.12,116.61,75.3,111.5
13/11/2014,115.9414,15.3799,226.32,116.0931,74.64,111.67
14/11/2014,116.8782,16.04,230.64,117.81,74.36,114.47
17/11/2014,117.478,15.93,229.432,116.62,74.5,114.05
18/11/2014,116.7847,15.99,225.6,117.2,75.05,115.05
19/11/2014,117.1025,15.88,226,115.69,74.26,113.68
20/11/2014,117.916,16.0147,229.84,117.75,74.92,114.86
21/11/2014,118.1138,16.19,232.8,119.2,76.75,115.39
24/11/2014,117.2245,16.2,229.92,117.03,76.71,115.11
25/11/2014,117.6903,16.4399,224.24,119.01,77.24,115.38
26/11/2014,117.4897,16.3,223.2,119.14,78,115.16
28/11/2014,112.9451,15.2539,204.64,116.47,78.42,112.11
01/12/2014,114.797,16.21,210.52,120.31,78.27,116.58
02/12/2014,112.5138,16.2,204.64,118.11,77.8,115.14
03/12/2014,112.1638,16.16,204.64,119.01,77.47,116.33
04/12/2014,112.1997,16.2,202.72,120.12,77.4,115.88
05/12/2014,112.2006,16.0399,199.68,118.801,77.85,114.43
08/12/2014,110.6721,16.14,191.28,119.94,77.71,115.78
09/12/2014,111.9937,16.7684,193.6,120.945,78.62,118.19
10/12/2014,110.879,16.82,186.24,120.56,79.3,117.96
11/12/2014,110.6821,16.77,181.44,120.2244,79.55,117.69
12/12/2014,110.7697,16.72,175.44,119.29,79.05,117.41
15/12/2014,109.7779,15.9,168.48,117.22,77.31,114.39
16/12/2014,108.2629,15.5,170.4,116.18,75.81,114.95
17/12/2014,108.8532,15.52,170.72,115.75,75.61,114.27
18/12/2014,108.5242,15.65,165.92,116.36,77.01,115.15
19/12/2014,108.66,15.81,175.68,116.1,78.1,114.77
22/12/2014,107.0226,15.4,167.36,114.35,78.73,112.55
23/12/2014,107.5993,15.4201,172.48,115.73,78.822,112.74
24/12/2014,106.1649,15.5,168.4,115.58,78.37,112.77
26/12/2014,106.4859,15.78,166.24,117.9,79.36,114.83
29/12/2014,106.113,15.51,162.4,116.45,78.56,113.67
30/12/2014,106.1031,16.04,162.344,117.9,78,115.2
31/12/2014,104.3285,15.43,162.88,117.05,77.49,113.58
02/01/2015,103.8614,15.53,159.12,116.57,77.11,114.08
05/01/2015,103.873,15.9001,150.32,117.6001,77.09,115.8
06/01/2015,104.0825,16.27,144.4,118.538,77.82,117.12
07/01/2015,103.5252,16.32,146.952,118.32,76.8,116.43
08/01/2015,103.6365,16.05,148.4,118.11,76.76,115.94
09/01/2015,103.6223,16.17,146.24,119.3,77.83,117.26
12/01/2015,101.895,16.3,139.28,120.4,78.66,118.56
13/01/2015,101.2909,16.7364,140.96,120.1,79.16,118.16
14/01/2015,102.3496,16.58,146.16,119.36,75.28,117.97
15/01/2015,101.7177,16.59,139.6,121.95,74.37,120.94
16/01/2015,103.3062,17.41,146.64,122.8,73.39,122.52
20/01/2015,101.4993,17.66,139.84,124.36,75.45,124.2
21/01/2015,102.5472,17.87,142.16,123.56,74.41,124.23
22/01/2015,101.5883,18.08,139.28,124.7,75.11,125.23
23/01/2015,101.131,17.98,136,122.78,75.01,124.23
26/01/2015,100.745,17.59,134.96,121.31,75.5,122.99
27/01/2015,101.3211,17.801,137.68,122.69,75.71,124.4
28/01/2015,100.2513,17.668,132.48,121.88,76.89,123.42
29/01/2015,98.7629,16.71,133.44,118.49,74.91,120.76
30/01/2015,100.8413,16.9899,142.56,120.4,74.85,123.45
02/02/2015,101.3224,16.93,148.96,119.127,76.16,122.42
03/02/2015,104.0163,16.99,156.96,119.8,76.44,121.05
04/02/2015,101.6108,17.09,146.24,120.34,76.86,121.58
05/02/2015,102.4819,17.045,152.24,121.78,77.13,121.79
06/02/2015,102.6488,16.49,155.76,118.79,76.13,118.64
09/02/2015,103.5666,16.7751,158.16,118.21,75.565,119.17
10/02/2015,102.1225,16.64,151.52,117.11,74.71,118.47
11/02/2015,101.6249,16.526,148.08,115.76,74.45,117.07
12/02/2015,103.0098,16.589,153.44,116.31,75.24,117.34
13/02/2015,104.472,16.99,156.96,117.01,76.79,117.98
17/02/2015,103.9821,16.28,158.32,114.24,75.91,116.01
18/02/2015,103.21,16.2,154.08,113.99,75.51,116.34
19/02/2015,103.2202,16.13,152.8,113.59,76.22,115.94
20/02/2015,102.7283,15.97,149.2,112.94,75.5,115.28
23/02/2015,101.7313,16.07,144.88,112.94,76.36,115.43
24/02/2015,101.9664,15.97,144.32,112.99,77.14,115.26
25/02/2015,102.7864,16.24,149.2,113.58,78.15,115.7
26/02/2015,102.1028,16.2613,144.24,114.1,78.59,116.07
27/02/2015,103.4379,16.29,144.8,115.2,79.37,116.16
02/03/2015,101.8861,16.08,146.56,115.11,80.6,115.68
03/03/2015,102.0982,15.98,147.92,114.99,80.52,115.47
04/03/2015,102.0542,15.94,152.08,114.57,80.16,115.11
05/03/2015,101.6979,15.93,149.68,114.33,80.01,115
06/03/2015,100.7694,15.63,145.92,112.35,79.28,111.86
09/03/2015,100.3442,15.54,146.8,111.39,79.83,111.97
10/03/2015,99.1358,15.4399,143.28,109.54,77.78,111.42
11/03/2015,99.3781,15.25,142.16,108.4,76.56,110.75
12/03/2015,98.9953,15.31,139.52,108.21,76.56,110.72
13/03/2015,97.5777,15.34,134.401,108.25,76.9,110.88
16/03/2015,97.3299,15.4,130.8,107.36,75.74,110.81
17/03/2015,96.9626,15.32,127.68,106.115,73.85,110.21
18/03/2015,98.1868,15.7681,134.08,108.3,75.592,112.37
19/03/2015,97.9882,15.88,128.64,108.85,74.165,112.29
20/03/2015,99.5455,16.441,131.44,110.292,75.29,113.57
23/03/2015,100.1287,16.75,134.24,111.26,75.39,114.29
24/03/2015,100.0038,16.73,134.32,110.45,74.16,114.57
25/03/2015,100.3086,16.69,138.88,110.86,74.28,114.73
26/03/2015,101.0461,16.77,145.68,111.75,74.65,115.48
27/03/2015,99.3652,16.68,137.12,110.43,71.8,115.06
30/03/2015,99.2875,16.44,137.84,108.64,70.73,113.75
31/03/2015,98.123,16.36,134.72,110.71,71.31,113.66
01/04/2015,99.8963,16.67,140.64,112.7629,72.5434,115.6
02/04/2015,99.6875,16.47,140.48,111.79,72.41,115.28
06/04/2015,100.9518,16.71,147.44,114.11,74.51,116.69
07/04/2015,101.3824,16.58,152.48,113.83,74.65,116.11
08/04/2015,99.2247,16.23,144.56,113.08,73.4,115.47
09/04/2015,98.797,15.9371,144.24,112.025,73.8255,114.67
10/04/2015,99.4714,16.21,147.28,113.8,75.36,115.966
13/04/2015,99.0605,16.0353,148,111.66,74.56,115.14
14/04/2015,99.6698,15.94,150.56,111.69,73.82,114.44
15/04/2015,101.4433,16.07,157.68,112.63,74.63,115.43
16/04/2015,102.31,16,159.52,112.32,75.4,115.03
17/04/2015,101.819,16,158.72,113.5899,76.13,115.6
20/04/2015,101.1654,15.692,159.12,111.28,74.91,114.72
21/04/2015,100.7391,15.73,155.6,111.33,74.85,115.38
22/04/2015,100.6419,15.53,154.88,109.44,73.24,113.83
23/04/2015,101.6138,15.62,158.08,110.19,74.44,114.66
